date;bitcoin price in EUR
2017-10-03;3677.95
2017-10-04;3599.10
2017-10-05;3663.40
2017-10-06;3705.43
2017-10-07;3755.34
2017-10-08;3885.61
2017-10-09;4053.30
2017-10-10;4036.66
2017-10-11;4052.17
2017-10-12;4506.01
2017-10-13;4746.39
2017-10-14;4804.65
2017-10-15;4813.17
2017-10-16;4858.20
2017-10-17;4794.94
2017-10-18;4740.25
2017-10-19;4806.78
2017-10-20;5053.05
2017-10-21;5128.28
2017-10-22;5108.33
2017-10-23;5071.02
2017-10-24;4718.80
2017-10-25;4826.77
2017-10-26;5047.66
2017-10-27;4975.04
2017-10-28;4939.54
2017-10-29;5275.81
2017-10-30;5241.00
2017-10-31;5466.71
2017-11-01;5775.33
2017-11-02;6056.73
2017-11-03;6232.81
2017-11-04;6367.13
2017-11-05;6385.90
2017-11-06;6116.65
2017-11-07;6175.67
2017-11-08;6436.69
2017-11-09;6171.67
2017-11-10;5706.19
2017-11-11;5456.37
2017-11-12;5030.62
2017-11-13;5507.05
2017-11-14;5641.54
2017-11-15;6194.57
2017-11-16;6637.47
2017-11-17;6601.26
2017-11-18;6638.65
2017-11-19;6824.74
2017-11-20;7004.22
2017-11-21;6913.24
2017-11-22;6986.49
2017-11-23;6849.54
2017-11-24;6938.11
2017-11-25;7327.60
2017-11-26;7834.20
2017-11-27;8261.34
2017-11-28;8655.57
2017-11-29;8334.02
2017-11-30;8744.32
2017-12-01;9245.55
2017-12-02;9385.81
2017-12-03;9484.92
2017-12-04;9802.67
2017-12-05;10292.31
2017-12-06;11765.86
2017-12-07;15707.09
2017-12-08;14372.67
2017-12-09;12966.08
2017-12-10;13434.74
2017-12-11;14525.97
2017-12-12;14690.31
2017-12-13;13956.61
2017-12-14;14322.27
2017-12-15;15292.89
2017-12-16;16727.68
2017-12-17;16543.88
2017-12-18;16284.13
2017-12-19;15351.99
2017-12-20;14362.00
2017-12-21;13789.58
2017-12-22;11877.92
2017-12-23;12848.94
2017-12-24;12188.34
2017-12-25;12046.97
2017-12-26;14012.65
2017-12-27;13759.46
2017-12-28;12618.25
2017-12-29;12581.52
2017-12-30;11345.90
2017-12-31;12364.12
2018-01-01;11732.67
2018-01-02;12700.01
2018-01-03;12977.11
2018-01-04;13237.23
2018-01-05;15243.92
2018-01-06;15249.53
2018-01-07;14154.67
2018-01-08;13284.21
2018-01-09;13078.60
2018-01-10;12969.19
2018-01-11;11677.88
2018-01-12;12109.69
2018-01-13;12454.02
2018-01-14;11869.43
2018-01-15;11751.44
2018-01-16;9556.41
2018-01-17;9366.09
2018-01-18;9456.15
2018-01-19;9621.53
2018-01-20;10850.40
2018-01-21;9548.32
2018-01-22;8968.21
2018-01-23;8851.05
2018-01-24;9100.78
2018-01-25;9060.92
2018-01-26;8885.90
2018-01-27;9216.81
2018-01-28;9387.04
2018-01-29;9013.74
2018-01-30;8959.99
2018-01-31;8055.04
2018-02-01;8143.57
2018-02-02;7251.91
2018-02-03;7088.19
2018-02-04;7217.56
2018-02-05;6688.54
2018-02-06;5536.53
2018-02-07;6226.76
2018-02-08;6207.02
2018-02-09;6694.20
2018-02-10;7061.23
2018-02-11;7002.34
2018-02-12;6670.18
2018-02-13;7247.11
2018-02-14;6895.85
2018-02-15;7569.98
2018-02-16;8089.08
2018-02-17;8184.79
2018-02-18;8870.97
2018-02-19;8472.63
2018-02-20;8953.04
2018-02-21;9323.86
2018-02-22;8089.55
2018-02-23;8133.50
2018-02-24;8378.21
2018-02-25;7924.06
2018-02-26;7891.87
2018-02-27;8411.29
2018-02-28;8751.71
2018-03-01;8485.23
2018-03-02;8851.58
2018-03-03;9009.58
2018-03-04;9218.72
2018-03-05;9148.77
2018-03-06;9341.71
2018-03-07;8641.68
2018-03-08;8055.04
2018-03-09;7654.75
2018-03-10;7537.14
2018-03-11;7223.94
2018-03-12;7725.96
2018-03-13;7482.88
2018-03-14;7436.59
2018-03-15;6716.00
2018-03-16;6793.39
2018-03-17;6928.94
2018-03-18;6557.61
2018-03-19;6691.62
2018-03-20;7001.86
2018-03-21;7289.28
2018-03-22;7265.57
2018-03-23;7087.48
2018-03-24;7139.93
2018-03-25;6977.10
2018-03-26;6861.68
2018-03-27;6571.81
2018-03-28;6316.62
2018-03-29;6444.42
2018-03-30;5793.15
2018-03-31;5594.10
2018-04-01;5657.64
2018-04-02;5551.81
2018-04-03;5759.39
2018-04-04;6079.49
2018-04-05;5572.18
2018-04-06;5596.90
2018-04-07;5394.61
2018-04-08;5602.73
